ID,company_name,city,state,size,website,industry,revenue,founded,company_type,logo_url
82,FIU Foundation,Miami,FL,51-200 employees,https://give.fiu.edu/,Higher Education,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHrWrqpI4YAsQ/company-logo_200_200/0/1602251671327?e=1677715200&v=beta&t=A53GcbGOG_7umvcE8_enbEv-uIhvC1Z6J16mwvQ62Z8
83,BEE Content Design,San Francisco,CA,51-200 employees,https://beefree.io/,"Technology, Information and Internet",Unknown,2011,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHyZ8STfM_gYw/company-logo_200_200/0/1654689805307?e=1677715200&v=beta&t=1YGZp4fJkmGArj_DmeopcpZS42FFQ_Md85mqPgwQRwE
84,Achieve,Unknown,Unknown,"1,001-5,000 employees",http://www.achieve.com/,Financial Services,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQF2KTaJl3IXsA/company-logo_200_200/0/1663019255971?e=1677715200&v=beta&t=DndxdKB3d7lPpIDMZ-xp9mTL_unc_A3_hBKFo24GoNA
85,Vibronyx,Nashville,TN,11-50 employees,http://www.vibronyx.com/,IT Services and IT Consulting,Unknown,2018,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGQngNqnWk4fA/company-logo_200_200/0/1553812073762?e=1677715200&v=beta&t=-21LNVyx4-ciCgzEc6rKA0XZZ1f7emt0nopa_y7O2YU
86,Vana,San Francisco,CA,11-50 employees,https://www.vana.com/,"Technology, Information and Internet",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEB-HwReuRhFA/company-logo_200_200/0/1661898532482?e=1677715200&v=beta&t=nZv--pHmxv__hP1WKylxflyRmP3J22cmTkPPHxio5go
87,"Kaizen Approach, Inc.",Hanover,MD,11-50 employees,https://www.KaizenApproach.com/,IT Services and IT Consulting,Unknown,2009,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEzrWG3RlvBsA/company-logo_200_200/0/1519904459507?e=1677715200&v=beta&t=6RBv22ZmWChGpi0bL6ukBAuclUv-CXKEF3swNjMxui4
88,InduPro,Seattle,WA,2-10 employees,https://www.induprolabs.com/,Biotechnology Research,Unknown,2022,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQE_qWGYRB5CMw/company-logo_200_200/0/1645065789450?e=1677715200&v=beta&t=J35jrXTHEoE3UPx_KN9AIvZBfVMsSzKve2ovcNw7kmQ
89,"NOVUS Professional Services, Inc.",Colorado Springs,CO,11-50 employees,http://www.novus-ps.com/,Business Consulting and Services,Unknown,1997,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGsBpgadz0t8w/company-logo_200_200/0/1559324468139?e=1677715200&v=beta&t=j5w_qFW3hrdttLb6zLGMxtx_yOFZZgIgb77jyPBs1Lw
90,Love's Travel Stops,Oklahoma City,OK,"10,001+ employees",http://www.loves.com/,Retail,Unknown,1964,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEfc9u_Jj6U0g/company-logo_200_200/0/1552646724074?e=1677715200&v=beta&t=GrEY1_CpvCFpDTBYL4qDT-jcZsSfFBTjkJoDHWROB0c
91,"Favor TechConsulting, LLC (FTC)",Vienna,VA,"501-1,000 employees",https://ftc-llc.com/,IT Services and IT Consulting,Unknown,2007,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQH10Uo3A7V2mw/company-logo_200_200/0/1519917222103?e=1677715200&v=beta&t=aD1OYAq7nzqAriESG56VSInX8OhkRgS7kJdiNT4cOHU
92,Steelman Partners,Las Vegas,NV,51-200 employees,http://www.steelmanpartners.com/,Architecture and Planning,Unknown,1987,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFBqFdMuwCRLw/company-logo_200_200/0/1571779337266?e=1677715200&v=beta&t=Oqm6bVmUOG67RLvBdmYK8nHg6YyYRpa50tkQpV-yTH8
93,CDC Foundation,Atlanta,GA,51-200 employees,http://www.cdcfoundation.org/,Non-profit Organizations,Unknown,1992,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEZ_Dx5onE3-A/company-logo_200_200/0/1519899343264?e=1677715200&v=beta&t=d70EnMgzmeteuMngJrUFygNmnYVG1mM5Hr9WRwjgTsU
94,Garner Health,Unknown,Unknown,51-200 employees,http://www.getgarner.com/,Software Development,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFM-CkuJdVwQA/company-logo_200_200/0/1579297909318?e=1677715200&v=beta&t=Bz-J0IrWm7BJcLHnLzsCYL9reY3NA4CR3D8bEpYsCU4
95,Novetta,McLean,VA,"1,001-5,000 employees",http://novetta.com/,IT Services and IT Consulting,Unknown,2012,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQH7K6h34aZoQQ/company-logo_200_200/0/1629376791199?e=1677715200&v=beta&t=udMR1pdybc0IYzd9CxyupprAQy6n-8OlHtQCWXUWN8o
96,Merck,Rahway,NJ,"10,001+ employees",http://merck.us/2J2xAUh/,Pharmaceutical Manufacturing,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEmMRY9KRHvag/company-logo_200_200/0/1656623373368?e=1677715200&v=beta&t=HHZMgTPf1qZPHZdSMfIbcKcVsQ5nV8wqz8ZnsvwoHdk
97,Volvo Group,Unknown,Unknown,"10,001+ employees",https://www.volvogroup.com/,Motor Vehicle Manufacturing,Unknown,1927,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQF6VxeKGI-lyg/company-logo_200_200/0/1632477689832?e=1677715200&v=beta&t=Qb3BA-IdMxFGcLh4TtOTFs5j91y1pQ4RV5yOvLY0SRg
98,Vista Outdoor Inc.,Anoka,MN,"5,001-10,000 employees",http://www.vistaoutdoor.com/,Manufacturing,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFqD7iZ6TfbUg/company-logo_200_200/0/1621601920107?e=1677715200&v=beta&t=2c89m6X2JGI_u96txKiqK24ELmE-vYNYQK4i9ywY9uk
99,Mommy Jobs Online,Oklahoma City,OK,11-50 employees,https://www.mommyjobsonline.com/join-now.html/,Staffing and Recruiting,Unknown,2003,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHMYeF-0WP2yw/company-logo_200_200/0/1533104578303?e=1677715200&v=beta&t=Z-El7qc4V0zvKDEn4MNSFas4y5nDR5sElON1BRkHO0A
100,"Penn Medicine, University of Pennsylvania Health System",Philadelphia,PA,"10,001+ employees",http://www.pennmedicine.org/,Hospitals and Health Care,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHABrCZLLgIhA/company-logo_200_200/0/1519856316209?e=1677715200&v=beta&t=SIl4hETVE2r_YvSXMMpCeu-SfQwYIFtbhASQf7VeF1w
101,"ERT, Inc.",Laurel,MD,"501-1,000 employees",http://www.ertcorp.com/,IT Services and IT Consulting,Unknown,1993,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHy-Jxsdncdgg/company-logo_200_200/0/1651526821395?e=1677715200&v=beta&t=1AifVROMH01qSLsc_Uh2zBN_A7yyhLK_M-ZS5iV5YN8
102,University of Miami Health System,Miami,FL,"10,001+ employees",https://umiamihealth.org/,Hospitals and Health Care,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQFvl2ETlu7Ebw/company-logo_200_200/0/1661897102075?e=1677715200&v=beta&t=nxZ3YBgvEvXpBTK_8o9JsK8FwYuGjp6Nc1S6hLXnKQc
103,Recruiting from Scratch,New York,NY,11-50 employees,http://recruitingfromscratch.com/,Staffing and Recruiting,Unknown,2021,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQF4mf8zGiwr7Q/company-logo_200_200/0/1553826029580?e=1677715200&v=beta&t=jF6817R6TQMj4IR9paWy_vTSjztC4pHXemv-_yGggUE
104,TEAM Enterprises,Fort Lauderdale,FL,"5,001-10,000 employees",http://teamenterprises.com/,Advertising Services,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQE0k80HLMJxEg/company-logo_200_200/0/1599853848605?e=1677715200&v=beta&t=26Y4ccG7ss-XeN8AjSIMxj7w7298-ayjJjukv2z-s7Q
105,Happy Returns a PayPal company,Santa Monica,CA,51-200 employees,https://www.happyreturns.com/,Consumer Services,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHQ75GJPBL_6Q/company-logo_200_200/0/1519871377537?e=1677715200&v=beta&t=0GsvDz2bn_rWE7U8yenPA3iL0G7FYtst0waDVBY2W64
106,TELUS International AI Data Solutions,Las Vegas,NV,"10,001+ employees",https://www.telusinternational.com/careers/,IT Services and IT Consulting,Unknown,2005,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFbk29MG-bWYg/company-logo_200_200/0/1658243938099?e=1677715200&v=beta&t=Hp4hofWnclDLcwrh4UCti1AVM69cL8sRk78IQFT8LO8
107,TriCore Reference Laboratories,Albuquerque,NM,"1,001-5,000 employees",http://www.tricore.org/,Hospitals and Health Care,Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFP56NxS6jSew/company-logo_200_200/0/1625756407099?e=1677715200&v=beta&t=v076s4_PN7M4GbwLBYj1MTQwhq1_hdLL_0sSjbxqDY4
108,Monster Energy,Corona,CA,"1,001-5,000 employees",http://www.monsterenergy.com/,Food and Beverage Services,Unknown,2002,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGt1iKQ9aTiBQ/company-logo_200_200/0/1648228339282?e=1677715200&v=beta&t=7U961tiNJcpFn15EJR9P1dgsacdNuKYxCubM4sxKqNU
109,Keck Medicine of USC,Los Angeles,CA,"5,001-10,000 employees",http://www.keckmedicine.org/,Hospitals and Health Care,Unknown,1991,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFw0JUqsEOO2A/company-logo_200_200/0/1625154878255?e=1677715200&v=beta&t=p-kQcRr4kJZtOl42qi81wft25LMr3_i7GM7m7eK5cBQ
110,The Vets,New York,NY,51-200 employees,https://thevets.com/,"Technology, Information and Internet",Unknown,2020,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEk5yPA98O-fQ/company-logo_200_200/0/1663588641856?e=1677715200&v=beta&t=oP2ij-ylbngKQZSRbSS__B47nZoGw7QmsUvqp8ijibw
111,California State University-Sacramento,Sacramento,CA,"1,001-5,000 employees",http://csus.edu/,Higher Education,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFMvwh4rSrrhw/company-logo_200_200/0/1663704687100?e=1677715200&v=beta&t=_YSTPSKPXySWIB0SKs3WCeo4F0fVTyfd_i82zbFRM4U
112,Sutherland,Pittsford (Rochester),NY,"10,001+ employees",https://www.sutherlandglobal.com/,IT Services and IT Consulting,Unknown,1986,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFZrHjE3x8kZg/company-logo_200_200/0/1646278362296?e=1677715200&v=beta&t=dn8bSavajf3oL4FLDJl6DOA3VaouzTcKK2Y49nazayU
113,Able ARTS Work,Long Beach,CA,51-200 employees,http://www.ableartswork.org/,Civic and Social Organizations,Unknown,1982,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGh9sdx9OIODA/company-logo_200_200/0/1519866797617?e=1677715200&v=beta&t=reR38AdgOFkcszo8ERHwq6Gw3CaDU3p146uFVgSLv5M
114,LOTTE Biologics,Unknown,Unknown,11-50 employees,https://www.lottebiologics.com/,Biotechnology Research,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEoxOf7J6WRqg/company-logo_200_200/0/1662421931354?e=1677715200&v=beta&t=bKAKjjqS6d3SpYew2GdNPK36Xpyv_MkZ1aWBvLdHaR0
115,Midwest Employers Casualty (a Berkley Company),Chesterfield,MO,201-500 employees,http://MECasualty.com/,Insurance,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFP3k42kVRxPw/company-logo_200_200/0/1519856725372?e=1677715200&v=beta&t=AR5q_jjwgS-wbeX_x8shtArhSAyAprytDOYu-CNj_Fw
116,Cornerstone Advisors,Scottsdale,AZ,51-200 employees,https://www.crnrstone.com/,Financial Services,Unknown,2002,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQFERqubIIsbxA/company-logo_200_200/0/1666116046515?e=1677715200&v=beta&t=S8kgm7ZQHXwjfUpSNgIM33eeuq3z2lxU8Ota8WXz1Xg
117,All Points North,Edwards,CO,51-200 employees,https://apn.com/,Mental Health Care,Unknown,2018,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHYB-KOKB35GQ/company-logo_200_200/0/1547827772821?e=1677715200&v=beta&t=82UaA8SbbXXPwNIVVKgEHpj9gyI8uQbx18z-HT93jxk
118,GardaWorld,Saint-Laurent ,Quebec,"10,001+ employees",http://www.garda.com/,Security and Investigations,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEs7syROMusEg/company-logo_200_200/0/1531846314654?e=1677715200&v=beta&t=r8WmW_-nl6DdFT83wfPXapPMATw4fijd9HHtPJmWR9Q
119,MSD,Kenilworth,NJ,"10,001+ employees",http://www.msd.com/,Pharmaceutical Manufacturing,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGe7X7-Gz59-A/company-logo_200_200/0/1656619261830?e=1677715200&v=beta&t=4VUSKJxyWhzKQKS-k3gClBnXc-WDl-zVrIlWcGfR3CM
120,RippleMatch,New York,NY,51-200 employees,https://ripplematch.com/employers/,"Technology, Information and Internet",Unknown,2016,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEaftJatvr4kA/company-logo_200_200/0/1656682203305?e=1677715200&v=beta&t=bK0-b_VxhP79iY8TXHUWbtNuTPTdn_aWDDNQ4ztjj4c
121,Whitley Penn,Fort Worth,TX,"501-1,000 employees",http://www.whitleypenn.com/,Accounting,Unknown,1983,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQH3TH3UVXHwfg/company-logo_200_200/0/1642792687814?e=1677715200&v=beta&t=DOyMv8R5e_qer1tzv1XXXzgixGJWs2qsTOA54wMBdYE
122,Bally’s Corporation,Providence,RI,"10,001+ employees",https://www.ballys.com/,Gambling Facilities and Casinos,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGdRFfOVg1q9g/company-logo_200_200/0/1646773764573?e=1677715200&v=beta&t=rxK4K5Hii902CzJ0rqeyjIRQy-fPeaOrp-3Fopbxi3M
123,University of Southern California,Los Angeles,CA,"10,001+ employees",http://www.usc.edu/,Higher Education,Unknown,1880,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHatTfEv4Af6w/company-logo_200_200/0/1519855864375?e=1677715200&v=beta&t=MozY994vPkNmMS6lb0lnYHO7xZ1EtmTuI9rjkT9DZ2w
124,Medix™,Chicago,IL,"501-1,000 employees",http://www.medixteam.com/,Staffing and Recruiting,Unknown,2001,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFcHKfw5XQ3HA/company-logo_200_200/0/1607358839561?e=1677715200&v=beta&t=6ySMbWTS0t8J6SBH9aVJ5k9IzaGJBv59l0o5oDL5ACE
125,Collin College,McKinney,TX,"1,001-5,000 employees",http://www.collin.edu/,Higher Education,Unknown,1985,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQG_efqBY8CI0g/company-logo_200_200/0/1519856513267?e=1677715200&v=beta&t=NRHaz6zD3MRNRv6QqlzVrO8rPB303iPLEj8giHFYu_M
126,City of Atlanta,Atlanta,GA,"5,001-10,000 employees",http://www.atlantaga.gov/,Government Administration,Unknown,1847,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGkcVMPPgwXaw/company-logo_200_200/0/1612578384591?e=1677715200&v=beta&t=iTlj8WKGP4v5GvY3saS1B9QAwdWFwx2Ve2ED6Za69VY
127,"SIRVA BGRS Worldwide, Inc.",Oakbrook Terrace,IL,"1,001-5,000 employees",https://www.sirva.com/,Real Estate,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQH1Ig1jrUephw/company-logo_200_200/0/1659363696416?e=1677715200&v=beta&t=JY3nR9o0sBDRiIe1DnMyPnHfvishZEK2xv6E2F9BX4M
128,Avant Healthcare Professionals,Maitland,FL,"501-1,000 employees",https://avanthealthcare.com/,Staffing and Recruiting,Unknown,2003,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQH3DMIYBj2Sjg/company-logo_200_200/0/1555079933693?e=1677715200&v=beta&t=o5oGpv_WfssgJuYGbI7HeHs3peZn984V2j0yYsZxJIY
129,General Mills,Minneapolis,MN,"10,001+ employees",http://www.generalmills.com/,Manufacturing,Unknown,1928,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHyiELnRonDow/company-logo_200_200/0/1519856025192?e=1677715200&v=beta&t=xKB7-cJ0fTHD-LJLT7obdGRr6l1W8OyYTjouk0ZRQ3E
130,BYREDO,Unknown,Unknown,201-500 employees,http://byredo.com/,Retail Luxury Goods and Jewelry,Unknown,2006,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFwO3yK-Af1zQ/company-logo_200_200/0/1519906267646?e=1677715200&v=beta&t=j-o5I4hSEka6lfp2eswCnQpFYWmfmsd5o7UczrxFw94
131,C&F Bank,Toano,VA,201-500 employees,http://www.cffc.com/,Banking,Unknown,1927,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEOV2vBB8Q5EQ/company-logo_200_200/0/1653316009999?e=1677715200&v=beta&t=1iTsyKLj5Oxv536witasdSSdnk8XzYFUwNP-FfnLwks
132,West Valley Staffing Group,Sunnyvale,CA,"1,001-5,000 employees",http://www.westvalley.com/,Staffing and Recruiting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHtTfBOdo4UjQ/company-logo_200_200/0/1521672207854?e=1677715200&v=beta&t=7jv6ZVGQCZpXVoQYOS1YTnWxcU7pJbgSaphrw37k4XA
133,MJH Life Sciences™,Cranbury,NJ,"501-1,000 employees",https://www.mjhlifesciences.com/,Media Production,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQF9T1tttSF25g/company-logo_200_200/0/1566392312908?e=1677715200&v=beta&t=FRkliWHTdk-cm8EQmWmS74LjNzsP6lp6-dUpepuNh4s
134,KABOOM!,Washington,DC,51-200 employees,https://kaboom.org/,Non-profit Organizations,Unknown,1996,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFz0daO-nQjTg/company-logo_200_200/0/1582784876782?e=1677715200&v=beta&t=h4CqH9Z7D7YHluSFeWUKAaTQItAl90zpdGkEHp0FSNg
135,CA Department of Corrections & Rehabilitation,Sacramento,CA,"10,001+ employees",http://www.cdcr.ca.gov/,Law Enforcement,Unknown,1885,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQE4fJCKGQSf2Q/company-logo_200_200/0/1519877286815?e=1677715200&v=beta&t=Tzxqltbtwggi7c3aXrb7DHJZ8Lfm_r8N7NFDKFDMwe4
136,New York State Department of State,Abany,NY,"501-1,000 employees",https://www.dos.ny.gov/,Government Administration,Unknown,1778,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGQQBIo3X4Rmg/company-logo_200_200/0/1659647385646?e=1677715200&v=beta&t=CxOi3tMun7Kj0daUFZcRMigpm8bCB6g_WFvC_qeVe2Q
137,Avance Consulting,Somerset,NJ,"501-1,000 employees",https://www.avanceservices.com/,Staffing and Recruiting,Unknown,2007,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQERzrmnjSo4VA/company-logo_200_200/0/1647911787239?e=1677715200&v=beta&t=HxQ1oTiA7kNuATSvNG5s5zltNAWOFlW7FLP-CCgUgNI
138,"MOC Products Company, Inc.",Pacoima,CA,201-500 employees,http://www.mocproducts.com/,Motor Vehicle Manufacturing,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQG2ycp25dvb0w/company-logo_200_200/0/1638306360735?e=1677715200&v=beta&t=z4uB0E53Ya-r2M9hKXQmbztYAbo59HYlv5COZ5dtphM
139,Didi Hirsch Mental Health Services,Culver City,CA,"501-1,000 employees",http://www.didihirsch.org/,Mental Health Care,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHYWfoWncp0-w/company-logo_200_200/0/1656999360982?e=1677715200&v=beta&t=KzbYzIEOjY1yaCv9bKZBRzTfWb9TZnivKUCnh4v2tw8
140,Remedy Intelligent Staffing,Atlanta,GA,"10,001+ employees",https://www.remedystaffing.com/,Staffing and Recruiting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEM7QASeRxZpg/company-logo_200_200/0/1519856027145?e=1677715200&v=beta&t=6si19b90ijMpnUV0geXri_A1NMD0GSmWdDYbE8vrKOE
141,Metropolitan Transportation Authority,New York,NY,"10,001+ employees",http://www.new.mta.info/,Urban Transit Services,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFKwh3AuM-vkg/company-logo_200_200/0/1650914311519?e=1677715200&v=beta&t=1l-7BvnYCN1DPe-HOWEnuSz9-BK_q41XRGKZhKC05rQ
142,The Shade Store,Port Chester,NY,"501-1,000 employees",http://www.theshadestore.com/,Retail,Unknown,1946,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQG_zBnr5BFjtw/company-logo_200_200/0/1519910393202?e=1677715200&v=beta&t=gcl6xLFLlnZHy7-VAcuqoEYpIa1e_aCUic3a7cXXmaQ
143,Brattleboro Retreat,Brattleboro,VT,201-500 employees,http://www.brattlebororetreat.org/,Mental Health Care,Unknown,1836,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFEaTWOZgDWnw/company-logo_200_200/0/1519878022852?e=1677715200&v=beta&t=FSVHFSl5Lqdu6aYhGlETcUADTClZERPGcA-9Y7Joo7U
144,Long Island Community Hospital,Patchogue,NY,"1,001-5,000 employees",http://www.licommunityhospital.org/,Hospitals and Health Care,Unknown,1956,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFL_4AddQ7jrw/company-logo_200_200/0/1643223107753?e=1677715200&v=beta&t=YbIzRzMTxnCZwgBuv7oewqsMSJ9lrFEFAfWemZPpCuY
145,Greenheck,Schofield,WI,"1,001-5,000 employees",https://www.greenheck.com/,Industrial Machinery Manufacturing,Unknown,1947,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFoTLq0OlXO7Q/company-logo_200_200/0/1519856554324?e=1677715200&v=beta&t=e36fqNQ71BcVphTeNxER-Smff9nxnd87b2ppCC7U36M
146,Associated Clinic of Psychology,Minneapolis,MN,201-500 employees,http://www.acp-mn.com/,Mental Health Care,Unknown,1980,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFp9KqmuLfDDQ/company-logo_200_200/0/1561401765780?e=1677715200&v=beta&t=yZ_3qF3LCtiLrz_gS-ZGyhHylT0NBWuMv0mRG42khB8
147,C.S. McCrossan,Maple Grove,MN,201-500 employees,https://www.mccrossan.com/,Construction,Unknown,1956,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQG5WBuqMdNrig/company-logo_200_200/0/1544631446206?e=1677715200&v=beta&t=kNwX0ZdERnFfj1h-olTYpwAC2xf7QWCUGI78O1zwWX8
148,Great American Insurance Group,Cincinnati,OH,"5,001-10,000 employees",http://www.GAIG.com/,Insurance,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGAMH5xQ6g4SA/company-logo_200_200/0/1574698276934?e=1677715200&v=beta&t=P71FHmxJ_Z3FJWxMXEbQb1lUjKZfetpPLKMaY9122ug
149,CHOC Children's,Orange,CA,"1,001-5,000 employees",http://www.choc.org/,Hospitals and Health Care,Unknown,1964,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQF8YrS7KMp6ag/company-logo_200_200/0/1604536419291?e=1677715200&v=beta&t=oMdHwDQOuba6HaA8_wJFYlg4877-RtK90iLKmw-XggY
150,Jenny Craig,Carlsbad,CA,"1,001-5,000 employees",http://www.jennycraig.com/careers/,Wellness and Fitness Services,Unknown,1985,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHpUvhyp-bPJw/company-logo_200_200/0/1632437142575?e=1677715200&v=beta&t=ohmJkSNK_PnDlnPoEPaoGtebosB3y_UDyZhRPE_CSFQ
151,FedEx Freight,Memphis,TN,"10,001+ employees",http://www.fedex.com/us/freightportal/,Truck Transportation,Unknown,2001,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEEtan53bkySg/company-logo_200_200/0/1619701063563?e=1677715200&v=beta&t=t1k84pajk_tPMHUKMdy72Ns59abUhrj7fEU3q5LNm3s
152,HighRadius,Houston,TX,"1,001-5,000 employees",https://www.highradius.com/,Software Development,Unknown,2006,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQH1OHg_ZLVr2w/company-logo_200_200/0/1641362177933?e=1677715200&v=beta&t=XGAVeeOOcZYmBrusrhCa0-bSUVt3siDKii3JulXY9oM
153,Dana-Farber Cancer Institute,Boston,MA,"1,001-5,000 employees",https://www.dana-farber.org/,Hospitals and Health Care,Unknown,1947,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGliJ0Yw7E0fA/company-logo_200_200/0/1569525853297?e=1677715200&v=beta&t=A85ap0yyWwEYvHVrx2J6vChc-YaJ8dMFMq5Zodbub_Q
154,Arabella Advisors,Washington,DC,201-500 employees,http://www.arabellaadvisors.com/,Philanthropic Fundraising Services,Unknown,2005,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQH0aGr0AqGkfw/company-logo_200_200/0/1560260169841?e=1677715200&v=beta&t=hb5IZyxXNceTpTK12QGj8dPnJw1_DkhG4if_2pWRmD4
155,Fox Factory,Duluth,GA,"1,001-5,000 employees",http://ridefox.com/,Industrial Machinery Manufacturing,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQF_a1ypO7WTaQ/company-logo_200_200/0/1536771901642?e=1677715200&v=beta&t=k6sqDX7O7EUG5msGXvlNnrB8d8Sib6E62fC3OwFlOwo
156,Western Governors University,Salt Lake City,UT,"5,001-10,000 employees",http://wgu.edu/,Higher Education,Unknown,1997,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGgl0HAcLLeQw/company-logo_200_200/0/1519856252224?e=1677715200&v=beta&t=iHFafZVEmiuPfV3jbPDh5K3odFvAFRZzcrS1S7NQniM
157,Agropur US,Appleton,WI,"5,001-10,000 employees",https://www.agropur.com/us/,Food and Beverage Services,Unknown,1938,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEo_rTw0pclFg/company-logo_200_200/0/1656965593380?e=1677715200&v=beta&t=PCU95ei7yWhxKvJG0sl0w5GRVu98v5Al7FiFmRxOGDM
